RESIDENCY_GROUP_DESCR,ACADEMIC_YEAR,TERM,TERM_DESCR,ACADEMIC_CAREER_DESCR,ACAD_PROG,ACADEMIC_PROGRAM_DESCR,COURSE_ID,OFFER_NUMBER,FACULTY,FACULTY_DESCR,SCHOOL,SCHOOL_NAME,COURSE_NAME,GENDER,FIRST_GENERATION_IND,ATSI_DESC,ATSI_GROUP,REGIONAL_REMOTE,SES,ADMISSION_PATHWAY,COURSE_CODE,CATALOG_NUMBER,CRSE_ATTR,MASKED_ID
Local,2025,5259,2025 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Inner Regional Australia,Medium,Others,MFAC2516,2516,WILC,10823261
Local,2025,5259,2025 Term 3,Undergraduate,4063,Fine Arts/Education (Sec),65316,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Exp 2/Internship,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,EDST6765,6765,WILC,10832267
Local,2025,5256,2025 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,Others,MFAC2515,2515,WILC,10837907
Local,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,Others,MFAC2514,2514,WILC,10837907
Local,2025,5259,2025 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,Others,MFAC2516,2516,WILC,10837907
Local,2025,5256,2025 Term 2,Undergraduate,3325,Social Sciences,64326,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Soc Sci in the Workplace,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,SOSS3006,3006,WILC,10882107
International,2025,5252,2025 Summer Term,Undergraduate,3805,Medicine,55806,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Medicine,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3501,3501,WILC,12055003
International,2025,5256,2025 Term 2,Undergraduate,3805,Medicine,55808,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Psychiatry,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3503,3503,WILC,12055003
International,2025,5259,2025 Term 3,Undergraduate,3805,Medicine,55809,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Primary Care,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3504,3504,WILC,12055003
International,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55813,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Children's Health (Paeds),F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3506,3506,WILC,12055003
International,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55807,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Surgery,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3502,3502,WILC,12055003
International,2025,5259,2025 Term 3,Undergraduate,3462,Commerce/Education (Secondary),62698,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Engagement,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,EDST2002,2002,WILC,12199778
Local,2025,5259,2025 Term 3,Undergraduate,3896,Ex Sci/Physiotherapy Ex Phys,66951,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Ex Sci Professional Placement,F,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,EXPT3170,3170,WILC,12324268
Local,2025,5257,2025 Semester 2 Canberra,Undergraduate,4405,Business,55575,1,UNICL,UNSW Canberra at ADFA,ZBUS,UC School of Business,Business Capstone,F,Non First Generation,Aboriginal Origin,Indigenous,Major Cities of Australia,High,HE,ZBUS3104,3104,WILC,12373375
Local,2025,5253,2025 Term 1,Undergraduate,3341,Media,65803,1,ADA,"Faculty of Arts, Design and Architecture",ENGL,School of the Arts and Media,PR in Practice,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,Others,MDIA3012,3012,WILC,12724272
Local,2025,5259,2025 Term 3,Undergraduate,3897,Applied Ex Sci/Clinical Ex Phy,66951,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Ex Sci Professional Placement,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,EXPT3170,3170,WILC,12742382
Local,2025,5256,2025 Term 2,Undergraduate,3895,Pharmaceutical Med/Pharmacy,66890,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,PTP: Resp and Infect Diseases,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,PHRM3021,3021,WILC,12741491
Local,2025,5259,2025 Term 3,Undergraduate,3895,Pharmaceutical Med/Pharmacy,66925,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,PTP: Gastro and Liver,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,PHRM3032,3032,WILC,12741491
Local,2025,5259,2025 Term 3,Undergraduate,3895,Pharmaceutical Med/Pharmacy,66849,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,PTP: Cardiovasc and Renal,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,PHRM3031,3031,WILC,12741491
Local,2025,5256,2025 Term 2,Undergraduate,3895,Pharmaceutical Med/Pharmacy,66850,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,"PTP: Rheum, Derm, Eye, Ear",F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,PHRM3022,3022,WILC,12741491
Local,2025,5259,2025 Term 3,Undergraduate,3896,Ex Sci/Physiotherapy Ex Phys,66951,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Ex Sci Professional Placement,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,EXPT3170,3170,WILC,12724719
Local,2025,5256,2025 Term 2,Undergraduate,3332,Construction Mgmt & Property,66712,1,ADA,"Faculty of Arts, Design and Architecture",BLTENS,School of Built Environment,ADA Professional Placement,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,FADA6700,6700,WILC,13198237
International,2025,5256,2025 Term 2,Undergraduate,3502,Commerce,65270,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM2222,2222,WILC,13556451
International,2025,5253,2025 Term 1,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5030,5030,WILC,13639145
Local,2025,6560,2025 Hexamester 4,Postgraduate (Online),8431,Management,66519,1,COMM,UNSW Business School,AGSM,AGSM MBA Programs,Strategic Consulting Project,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,Others,ZZBU6008,6008,WILC,13922877
International,2025,5259,2025 Term 3,Undergraduate,3502,Commerce,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM2233,2233,WILC,28306232
International,2025,5259,2025 Term 3,Postgraduate,8415,Professional Accounting (Ext),64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5030,5030,WILC,28562554
International,2025,5256,2025 Term 2,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,F,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5030,5030,WILC,28587005
International,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,ENGG4999,4999,WILC,29246372
Local,2025,5256,2025 Term 2,Undergraduate,3970,Science,66731,1,SCI,Faculty of Science,BABS,School of Biotechnology and Biomolecular Sciences,BABS Work Placement 1,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,BABS3199,3199,WILC,29288334
Local,2025,5259,2025 Term 3,Undergraduate,3970,Science,66732,1,SCI,Faculty of Science,BABS,School of Biotechnology and Biomolecular Sciences,BABS Work Placement 2,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,BABS3299,3299,WILC,29288334
Local,2025,5256,2025 Term 2,Undergraduate,3962,Advanced Science (Honours),66731,1,SCI,Faculty of Science,BABS,School of Biotechnology and Biomolecular Sciences,BABS Work Placement 1,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,BABS3199,3199,WILC,29253268
Local,2025,5253,2025 Term 1,Undergraduate,3554,Commerce (Co-op),62534,1,COMM,UNSW Business School,MARKET,School of Marketing,Industry Placement 1,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,MARK2101,2101,WILC,29289287
International,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,ENGG4999,4999,WILC,44818423
International,2025,5253,2025 Term 1,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,ENGG4999,4999,WILC,45046162
International,2025,5256,2025 Term 2,Postgraduate,8409,Professional Accounting,66441,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5044,5044,WILC,45135719
International,2025,5253,2025 Term 1,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,M,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5030,5030,WILC,45142714
International,2025,5259,2025 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,F,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5030,5030,WILC,45433545
Local,2025,5256,2025 Term 2,Postgraduate,8925,Teaching (Primary),59591,2,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Experience 1,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,Others,EDST6760,6760,WILC,46683817
Local,2025,5253,2025 Term 1,Undergraduate,3768,Eng (Hons) / MBiomedE,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,FEAS,ENGG4999,4999,WILC,47113244
Local,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,FEAS,ENGG4999,4999,WILC,47120189
Local,2025,5253,2025 Term 1,Undergraduate,3762,AdvSci(Hons)/Engineering(Hons),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,ENGG4999,4999,WILC,47092179
Local,2025,5253,2025 Term 1,Undergraduate,3764,Engineering (Hons)/Commerce,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,ENGG4999,4999,WILC,47088471
Local,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,ENGG4999,4999,WILC,47081277
Local,2025,5253,2025 Term 1,Undergraduate,3762,AdvSci(Hons)/Engineering(Hons),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,ENGG4999,4999,WILC,47083730
Local,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,FEAS,ENGG4999,4999,WILC,47072569
Local,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,Others,ENGG4999,4999,WILC,47104318
International,2025,5253,2025 Term 1,Undergraduate,4033,Social Work (Honours),65526,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Lvl 3 Placement A,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,Others,SOCW3012,3012,WILC,1263465
International,2025,5256,2025 Term 2,Undergraduate,4033,Social Work (Honours),65525,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Lvl 3 Placement B,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,Others,SOCW3013,3013,WILC,1263465
International,2025,5256,2025 Term 2,Undergraduate,3805,Medicine,55819,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Selective,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3509,3509,WILC,602352
International,2025,5252,2025 Summer Term,Undergraduate,3805,Medicine,64064,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Elective,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3514,3514,WILC,602352
International,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55809,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Primary Care,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3504,3504,WILC,602352
International,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55811,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Obstetrics & Gynaecology,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3505,3505,WILC,602352
International,2025,5259,2025 Term 3,Undergraduate,3805,Medicine,64063,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,PRINT,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3515,3515,WILC,602352
Local,2025,5259,2025 Term 3,Undergraduate,3805,Medicine,64063,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,PRINT,M,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,MFAC3515,3515,WILC,1658883
Local,2025,5256,2025 Term 2,Undergraduate,3805,Medicine,55816,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Critical Care,M,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,MFAC3508,3508,WILC,1658883
Local,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55813,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Children's Health (Paeds),M,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,MFAC3506,3506,WILC,1658883
Local,2025,5252,2025 Summer Term,Undergraduate,3805,Medicine,64064,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Elective,M,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,MFAC3514,3514,WILC,1658883
Local,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55819,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Selective,M,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,MFAC3509,3509,WILC,1658883
Local,2025,5252,2025 Summer Term,Undergraduate,3805,Medicine,64064,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Elective,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,MFAC3514,3514,WILC,1673170
Local,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55808,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Psychiatry,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,MFAC3503,3503,WILC,1673170
